 a		phi		phidot		fde
    0.386776E+00    0.155000E+00   -0.260899-123    0.153729-120
    0.386976E+00    0.155000E+00   -0.261237-123    0.153968-120
    0.387176E+00    0.155000E+00   -0.261574-123    0.154206-120
    0.387375E+00    0.155000E+00   -0.261912-123    0.154445-120
    0.387575E+00    0.155000E+00   -0.262250-123    0.154685-120
    0.387775E+00    0.155000E+00   -0.262588-123    0.154924-120
    0.387975E+00    0.155000E+00   -0.262926-123    0.155164-120
    0.388175E+00    0.155000E+00   -0.263265-123    0.155404-120
    0.388374E+00    0.155000E+00   -0.263604-123    0.155644-120
    0.388574E+00    0.155000E+00   -0.263943-123    0.155884-120
    0.388774E+00    0.155000E+00   -0.264283-123    0.156125-120
    0.388974E+00    0.155000E+00   -0.264622-123    0.156366-120
    0.389174E+00    0.155000E+00   -0.264962-123    0.156607-120
    0.389374E+00    0.155000E+00   -0.265303-123    0.156848-120
    0.389573E+00    0.155000E+00   -0.265643-123    0.157090-120
    0.389773E+00    0.155000E+00   -0.265984-123    0.157332-120
    0.389973E+00    0.155000E+00   -0.266325-123    0.157574-120
    0.390173E+00    0.155000E+00   -0.266667-123    0.157816-120
    0.390373E+00    0.155000E+00   -0.267008-123    0.158059-120
    0.390572E+00    0.155000E+00   -0.267350-123    0.158302-120
    0.390772E+00    0.155000E+00   -0.267692-123    0.158545-120
    0.390972E+00    0.155000E+00   -0.268034-123    0.158788-120
    0.391172E+00    0.155000E+00   -0.268377-123    0.159032-120
    0.391372E+00    0.155000E+00   -0.268720-123    0.159276-120
    0.391571E+00    0.155000E+00   -0.269063-123    0.159520-120
    0.391771E+00    0.155000E+00   -0.269407-123    0.159764-120
    0.391971E+00    0.155000E+00   -0.269750-123    0.160009-120
    0.392171E+00    0.155000E+00   -0.270094-123    0.160254-120
    0.392371E+00    0.155000E+00   -0.270439-123    0.160499-120
    0.392571E+00    0.155000E+00   -0.270783-123    0.160744-120
    0.392770E+00    0.155000E+00   -0.271128-123    0.160990-120
    0.392970E+00    0.155000E+00   -0.271473-123    0.161236-120
    0.393170E+00    0.155000E+00   -0.271818-123    0.161482-120
    0.393370E+00    0.155000E+00   -0.272164-123    0.161728-120
    0.393570E+00    0.155000E+00   -0.272509-123    0.161975-120
    0.393769E+00    0.155000E+00   -0.272856-123    0.162222-120
    0.393969E+00    0.155000E+00   -0.273202-123    0.162469-120
    0.394169E+00    0.155000E+00   -0.273548-123    0.162716-120
    0.394369E+00    0.155000E+00   -0.273895-123    0.162964-120
    0.394569E+00    0.155000E+00   -0.274242-123    0.163212-120
    0.394768E+00    0.155000E+00   -0.274590-123    0.163460-120
    0.394968E+00    0.155000E+00   -0.274937-123    0.163708-120
    0.395168E+00    0.155000E+00   -0.275285-123    0.163957-120
    0.395368E+00    0.155000E+00   -0.275634-123    0.164206-120
    0.395568E+00    0.155000E+00   -0.275982-123    0.164455-120
    0.395768E+00    0.155000E+00   -0.276331-123    0.164705-120
    0.395967E+00    0.155000E+00   -0.276680-123    0.164954-120
    0.396167E+00    0.155000E+00   -0.277029-123    0.165204-120
    0.396367E+00    0.155000E+00   -0.277378-123    0.165454-120
    0.396567E+00    0.155000E+00   -0.277728-123    0.165705-120
    0.396767E+00    0.155000E+00   -0.278078-123    0.165955-120
    0.396966E+00    0.155000E+00   -0.278429-123    0.166206-120
    0.397166E+00    0.155000E+00   -0.278779-123    0.166457-120
    0.397366E+00    0.155000E+00   -0.279130-123    0.166709-120
    0.397566E+00    0.155000E+00   -0.279481-123    0.166960-120
    0.397766E+00    0.155000E+00   -0.279832-123    0.167212-120
    0.397965E+00    0.155000E+00   -0.280184-123    0.167465-120
    0.398165E+00    0.155000E+00   -0.280536-123    0.167717-120
    0.398365E+00    0.155000E+00   -0.280888-123    0.167970-120
    0.398565E+00    0.155000E+00   -0.281240-123    0.168223-120
    0.398765E+00    0.155000E+00   -0.281593-123    0.168476-120
    0.398965E+00    0.155000E+00   -0.281946-123    0.168729-120
    0.399164E+00    0.155000E+00   -0.282299-123    0.168983-120
    0.399364E+00    0.155000E+00   -0.282653-123    0.169237-120
    0.399564E+00    0.155000E+00   -0.283006-123    0.169491-120
    0.399764E+00    0.155000E+00   -0.283360-123    0.169746-120
    0.399964E+00    0.155000E+00   -0.283715-123    0.170000-120
    0.400163E+00    0.155000E+00   -0.284069-123    0.170255-120
    0.400363E+00    0.155000E+00   -0.284424-123    0.170510-120
    0.400563E+00    0.155000E+00   -0.284779-123    0.170766-120
    0.400763E+00    0.155000E+00   -0.285134-123    0.171022-120
    0.400963E+00    0.155000E+00   -0.285490-123    0.171278-120
    0.401162E+00    0.155000E+00   -0.285846-123    0.171534-120
    0.401362E+00    0.155000E+00   -0.286202-123    0.171790-120
    0.401562E+00    0.155000E+00   -0.286558-123    0.172047-120
    0.401762E+00    0.155000E+00   -0.286915-123    0.172304-120
    0.401962E+00    0.155000E+00   -0.287272-123    0.172561-120
    0.402162E+00    0.155000E+00   -0.287629-123    0.172819-120
    0.402361E+00    0.155000E+00   -0.287987-123    0.173077-120
    0.402561E+00    0.155000E+00   -0.288344-123    0.173335-120
    0.402761E+00    0.155000E+00   -0.288702-123    0.173593-120
    0.402961E+00    0.155000E+00   -0.289061-123    0.173852-120
    0.403161E+00    0.155000E+00   -0.289419-123    0.174110-120
    0.403360E+00    0.155000E+00   -0.289778-123    0.174369-120
    0.403560E+00    0.155000E+00   -0.290137-123    0.174629-120
    0.403760E+00    0.155000E+00   -0.290496-123    0.174888-120
    0.403960E+00    0.155000E+00   -0.290856-123    0.175148-120
    0.404160E+00    0.155000E+00   -0.291216-123    0.175408-120
    0.404359E+00    0.155000E+00   -0.291576-123    0.175669-120
    0.404559E+00    0.155000E+00   -0.291936-123    0.175929-120
    0.404759E+00    0.155000E+00   -0.292297-123    0.176190-120
    0.404959E+00    0.155000E+00   -0.292658-123    0.176451-120
    0.405159E+00    0.155000E+00   -0.293019-123    0.176713-120
    0.405359E+00    0.155000E+00   -0.293381-123    0.176974-120
    0.405558E+00    0.155000E+00   -0.293742-123    0.177236-120
    0.405758E+00    0.155000E+00   -0.294104-123    0.177498-120
    0.405958E+00    0.155000E+00   -0.294467-123    0.177761-120
    0.406158E+00    0.155000E+00   -0.294829-123    0.178023-120
    0.406358E+00    0.155000E+00   -0.295192-123    0.178286-120
    0.406557E+00    0.155000E+00   -0.295555-123    0.178549-120
    0.406757E+00    0.155000E+00   -0.295918-123    0.178813-120
    0.406957E+00    0.155000E+00   -0.296282-123    0.179077-120
    0.407157E+00    0.155000E+00   -0.296646-123    0.179341-120
    0.407357E+00    0.155000E+00   -0.297010-123    0.179605-120
    0.407556E+00    0.155000E+00   -0.297374-123    0.179869-120
    0.407756E+00    0.155000E+00   -0.297739-123    0.180134-120
    0.407956E+00    0.155000E+00   -0.298104-123    0.180399-120
    0.408156E+00    0.155000E+00   -0.298469-123    0.180664-120
    0.408356E+00    0.155000E+00   -0.298835-123    0.180930-120
    0.408556E+00    0.155000E+00   -0.299201-123    0.181196-120
    0.408755E+00    0.155000E+00   -0.299567-123    0.181462-120
    0.408955E+00    0.155000E+00   -0.299933-123    0.181728-120
    0.409155E+00    0.155000E+00   -0.300299-123    0.181994-120
    0.409355E+00    0.155000E+00   -0.300666-123    0.182261-120
    0.409555E+00    0.155000E+00   -0.301033-123    0.182528-120
    0.409754E+00    0.155000E+00   -0.301401-123    0.182796-120
    0.409954E+00    0.155000E+00   -0.301768-123    0.183063-120
    0.410154E+00    0.155000E+00   -0.302136-123    0.183331-120
    0.410354E+00    0.155000E+00   -0.302504-123    0.183599-120
    0.410554E+00    0.155000E+00   -0.302873-123    0.183868-120
    0.410753E+00    0.155000E+00   -0.303242-123    0.184136-120
    0.410953E+00    0.155000E+00   -0.303611-123    0.184405-120
    0.411153E+00    0.155000E+00   -0.303980-123    0.184674-120
    0.411353E+00    0.155000E+00   -0.304349-123    0.184944-120
    0.411553E+00    0.155000E+00   -0.304719-123    0.185214-120
    0.411753E+00    0.155000E+00   -0.305089-123    0.185484-120
    0.411952E+00    0.155000E+00   -0.305459-123    0.185754-120
    0.412152E+00    0.155000E+00   -0.305830-123    0.186024-120
    0.412352E+00    0.155000E+00   -0.306201-123    0.186295-120
    0.412552E+00    0.155000E+00   -0.306572-123    0.186566-120
    0.412752E+00    0.155000E+00   -0.306943-123    0.186837-120
    0.412951E+00    0.155000E+00   -0.307315-123    0.187109-120
    0.413151E+00    0.155000E+00   -0.307687-123    0.187381-120
    0.413351E+00    0.155000E+00   -0.308059-123    0.187653-120
    0.413551E+00    0.155000E+00   -0.308432-123    0.187925-120
    0.413751E+00    0.155000E+00   -0.308805-123    0.188198-120
    0.413950E+00    0.155000E+00   -0.309178-123    0.188470-120
    0.414150E+00    0.155000E+00   -0.309551-123    0.188744-120
    0.414350E+00    0.155000E+00   -0.309924-123    0.189017-120
    0.414550E+00    0.155000E+00   -0.310298-123    0.189291-120
    0.414750E+00    0.155000E+00   -0.310672-123    0.189564-120
    0.414950E+00    0.155000E+00   -0.311047-123    0.189839-120
    0.415149E+00    0.155000E+00   -0.311421-123    0.190113-120
    0.415349E+00    0.155000E+00   -0.311796-123    0.190388-120
    0.415549E+00    0.155000E+00   -0.312172-123    0.190663-120
    0.415749E+00    0.155000E+00   -0.312547-123    0.190938-120
    0.415949E+00    0.155000E+00   -0.312923-123    0.191213-120
    0.416148E+00    0.155000E+00   -0.313299-123    0.191489-120
    0.416348E+00    0.155000E+00   -0.313675-123    0.191765-120
    0.416548E+00    0.155000E+00   -0.314052-123    0.192041-120
    0.416748E+00    0.155000E+00   -0.314428-123    0.192318-120
    0.416948E+00    0.155000E+00   -0.314805-123    0.192595-120
    0.417147E+00    0.155000E+00   -0.315183-123    0.192872-120
    0.417347E+00    0.155000E+00   -0.315560-123    0.193149-120
    0.417547E+00    0.155000E+00   -0.315938-123    0.193427-120
    0.417747E+00    0.155000E+00   -0.316316-123    0.193705-120
    0.417947E+00    0.155000E+00   -0.316695-123    0.193983-120
    0.418147E+00    0.155000E+00   -0.317074-123    0.194261-120
    0.418346E+00    0.155000E+00   -0.317453-123    0.194540-120
    0.418546E+00    0.155000E+00   -0.317832-123    0.194819-120
    0.418746E+00    0.155000E+00   -0.318211-123    0.195098-120
    0.418946E+00    0.155000E+00   -0.318591-123    0.195378-120
    0.419146E+00    0.155000E+00   -0.318971-123    0.195657-120
    0.419345E+00    0.155000E+00   -0.319352-123    0.195937-120
    0.419545E+00    0.155000E+00   -0.319732-123    0.196218-120
    0.419745E+00    0.155000E+00   -0.320113-123    0.196498-120
    0.419945E+00    0.155000E+00   -0.320494-123    0.196779-120
    0.420145E+00    0.155000E+00   -0.320876-123    0.197060-120
    0.420344E+00    0.155000E+00   -0.321257-123    0.197341-120
    0.420544E+00    0.155000E+00   -0.321639-123    0.197623-120
    0.420744E+00    0.155000E+00   -0.322022-123    0.197905-120
    0.420944E+00    0.155000E+00   -0.322404-123    0.198187-120
    0.421144E+00    0.155000E+00   -0.322787-123    0.198470-120
    0.421344E+00    0.155000E+00   -0.323170-123    0.198752-120
    0.421543E+00    0.155000E+00   -0.323553-123    0.199035-120
    0.421743E+00    0.155000E+00   -0.323937-123    0.199318-120
    0.421943E+00    0.155000E+00   -0.324321-123    0.199602-120
    0.422143E+00    0.155000E+00   -0.324705-123    0.199886-120
    0.422343E+00    0.155000E+00   -0.325089-123    0.200170-120
    0.422542E+00    0.155000E+00   -0.325474-123    0.200454-120
    0.422742E+00    0.155000E+00   -0.325859-123    0.200739-120
    0.422942E+00    0.155000E+00   -0.326244-123    0.201023-120
    0.423142E+00    0.155000E+00   -0.326630-123    0.201308-120
    0.423342E+00    0.155000E+00   -0.327016-123    0.201594-120
    0.423541E+00    0.155000E+00   -0.327402-123    0.201879-120
    0.423741E+00    0.155000E+00   -0.327788-123    0.202165-120
    0.423941E+00    0.155000E+00   -0.328175-123    0.202452-120
    0.424141E+00    0.155000E+00   -0.328562-123    0.202738-120
    0.424341E+00    0.155000E+00   -0.328949-123    0.203025-120
    0.424541E+00    0.155000E+00   -0.329336-123    0.203312-120
    0.424740E+00    0.155000E+00   -0.329724-123    0.203599-120
    0.424940E+00    0.155000E+00   -0.330112-123    0.203887-120
    0.425140E+00    0.155000E+00   -0.330500-123    0.204174-120
    0.425340E+00    0.155000E+00   -0.330889-123    0.204462-120
    0.425540E+00    0.155000E+00   -0.331277-123    0.204751-120
    0.425739E+00    0.155000E+00   -0.331667-123    0.205039-120
    0.425939E+00    0.155000E+00   -0.332056-123    0.205328-120
    0.426139E+00    0.155000E+00   -0.332446-123    0.205617-120
    0.426339E+00    0.155000E+00   -0.332835-123    0.205907-120
    0.426539E+00    0.155000E+00   -0.333226-123    0.206197-120
    0.426738E+00    0.155000E+00   -0.333616-123    0.206487-120
    0.426938E+00    0.155000E+00   -0.334007-123    0.206777-120
    0.427138E+00    0.155000E+00   -0.334398-123    0.207067-120
    0.427338E+00    0.155000E+00   -0.334789-123    0.207358-120
    0.427538E+00    0.155000E+00   -0.335181-123    0.207649-120
    0.427738E+00    0.155000E+00   -0.335572-123    0.207941-120
    0.427937E+00    0.155000E+00   -0.335965-123    0.208232-120
    0.428137E+00    0.155000E+00   -0.336357-123    0.208524-120
    0.428337E+00    0.155000E+00   -0.336750-123    0.208816-120
    0.428537E+00    0.155000E+00   -0.337142-123    0.209109-120
    0.428737E+00    0.155000E+00   -0.337536-123    0.209401-120
    0.428936E+00    0.155000E+00   -0.337929-123    0.209694-120
    0.429136E+00    0.155000E+00   -0.338323-123    0.209987-120
    0.429336E+00    0.155000E+00   -0.338717-123    0.210281-120
    0.429536E+00    0.155000E+00   -0.339111-123    0.210575-120
    0.429736E+00    0.155000E+00   -0.339506-123    0.210869-120
    0.429935E+00    0.155000E+00   -0.339901-123    0.211163-120
    0.430135E+00    0.155000E+00   -0.340296-123    0.211458-120
    0.430335E+00    0.155000E+00   -0.340691-123    0.211753-120
    0.430535E+00    0.155000E+00   -0.341087-123    0.212048-120
    0.430735E+00    0.155000E+00   -0.341483-123    0.212343-120
    0.430935E+00    0.155000E+00   -0.341879-123    0.212639-120
    0.431134E+00    0.155000E+00   -0.342275-123    0.212935-120
    0.431334E+00    0.155000E+00   -0.342672-123    0.213231-120
    0.431534E+00    0.155000E+00   -0.343069-123    0.213528-120
    0.431734E+00    0.155000E+00   -0.343467-123    0.213825-120
    0.431934E+00    0.155000E+00   -0.343864-123    0.214122-120
    0.432133E+00    0.155000E+00   -0.344262-123    0.214419-120
    0.432333E+00    0.155000E+00   -0.344660-123    0.214717-120
    0.432533E+00    0.155000E+00   -0.345059-123    0.215015-120
    0.432733E+00    0.155000E+00   -0.345457-123    0.215313-120
    0.432933E+00    0.155000E+00   -0.345856-123    0.215611-120
    0.433132E+00    0.155000E+00   -0.346256-123    0.215910-120
    0.433332E+00    0.155000E+00   -0.346655-123    0.216209-120
    0.433532E+00    0.155000E+00   -0.347055-123    0.216508-120
    0.433732E+00    0.155000E+00   -0.347455-123    0.216808-120
    0.433932E+00    0.155000E+00   -0.347855-123    0.217108-120
    0.434131E+00    0.155000E+00   -0.348256-123    0.217408-120
    0.434331E+00    0.155000E+00   -0.348657-123    0.217708-120
    0.434531E+00    0.155000E+00   -0.349058-123    0.218009-120
    0.434731E+00    0.155000E+00   -0.349460-123    0.218310-120
    0.434931E+00    0.155000E+00   -0.349861-123    0.218611-120
    0.435131E+00    0.155000E+00   -0.350263-123    0.218912-120
    0.435330E+00    0.155000E+00   -0.350666-123    0.219214-120
    0.435530E+00    0.155000E+00   -0.351068-123    0.219516-120
    0.435730E+00    0.155000E+00   -0.351471-123    0.219819-120
    0.435930E+00    0.155000E+00   -0.351874-123    0.220121-120
    0.436130E+00    0.155000E+00   -0.352278-123    0.220424-120
    0.436329E+00    0.155000E+00   -0.352681-123    0.220727-120
    0.436529E+00    0.155000E+00   -0.353085-123    0.221031-120
    0.436729E+00    0.155000E+00   -0.353490-123    0.221334-120
    0.436929E+00    0.155000E+00   -0.353894-123    0.221638-120
    0.437129E+00    0.155000E+00   -0.354299-123    0.221943-120
    0.437328E+00    0.155000E+00   -0.354704-123    0.222247-120
    0.437528E+00    0.155000E+00   -0.355109-123    0.222552-120
    0.437728E+00    0.155000E+00   -0.355515-123    0.222857-120
