#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   733   0.212177E+04  -0.137403E+03   0.116388E-04  -0.137403E+03   0.318061E+02  -0.106733E-05   0.116388E-04  -0.106733E-05   0.102055E-07
   734   0.213060E+04  -0.137820E+03   0.116541E-04  -0.137820E+03   0.315507E+02  -0.106101E-05   0.116541E-04  -0.106101E-05   0.101827E-07
   735   0.213946E+04  -0.138200E+03   0.116686E-04  -0.138200E+03   0.312922E+02  -0.105458E-05   0.116686E-04  -0.105458E-05   0.101599E-07
   736   0.214836E+04  -0.138543E+03   0.116825E-04  -0.138543E+03   0.310309E+02  -0.104805E-05   0.116825E-04  -0.104805E-05   0.101372E-07
   737   0.215726E+04  -0.138848E+03   0.116956E-04  -0.138848E+03   0.307667E+02  -0.104143E-05   0.116956E-04  -0.104143E-05   0.101145E-07
   738   0.216619E+04  -0.139115E+03   0.117080E-04  -0.139115E+03   0.304998E+02  -0.103471E-05   0.117080E-04  -0.103471E-05   0.100919E-07
   739   0.217513E+04  -0.139345E+03   0.117196E-04  -0.139345E+03   0.302303E+02  -0.102789E-05   0.117196E-04  -0.102789E-05   0.100694E-07
   740   0.218407E+04  -0.139536E+03   0.117305E-04  -0.139536E+03   0.299584E+02  -0.102097E-05   0.117305E-04  -0.102097E-05   0.100470E-07
   741   0.219301E+04  -0.139689E+03   0.117407E-04  -0.139689E+03   0.296843E+02  -0.101396E-05   0.117407E-04  -0.101396E-05   0.100247E-07
   742   0.220195E+04  -0.139804E+03   0.117501E-04  -0.139804E+03   0.294079E+02  -0.100686E-05   0.117501E-04  -0.100686E-05   0.100024E-07
   743   0.221089E+04  -0.139881E+03   0.117588E-04  -0.139881E+03   0.291296E+02  -0.999662E-06   0.117588E-04  -0.999662E-06   0.998017E-08
   744   0.221981E+04  -0.139919E+03   0.117666E-04  -0.139919E+03   0.288494E+02  -0.992374E-06   0.117666E-04  -0.992374E-06   0.995804E-08
   745   0.222870E+04  -0.139918E+03   0.117737E-04  -0.139918E+03   0.285674E+02  -0.984995E-06   0.117737E-04  -0.984995E-06   0.993597E-08
   746   0.223758E+04  -0.139880E+03   0.117801E-04  -0.139880E+03   0.282839E+02  -0.977526E-06   0.117801E-04  -0.977526E-06   0.991397E-08
   747   0.224642E+04  -0.139802E+03   0.117856E-04  -0.139802E+03   0.279989E+02  -0.969969E-06   0.117856E-04  -0.969969E-06   0.989204E-08
   748   0.225524E+04  -0.139686E+03   0.117904E-04  -0.139686E+03   0.277125E+02  -0.962323E-06   0.117904E-04  -0.962323E-06   0.987018E-08
   749   0.226401E+04  -0.139532E+03   0.117943E-04  -0.139532E+03   0.274250E+02  -0.954591E-06   0.117943E-04  -0.954591E-06   0.984839E-08
   750   0.227275E+04  -0.139339E+03   0.117975E-04  -0.139339E+03   0.271363E+02  -0.946773E-06   0.117975E-04  -0.946773E-06   0.982667E-08
   751   0.228144E+04  -0.139108E+03   0.117998E-04  -0.139108E+03   0.268467E+02  -0.938871E-06   0.117998E-04  -0.938871E-06   0.980501E-08
   752   0.229007E+04  -0.138837E+03   0.118013E-04  -0.138837E+03   0.265562E+02  -0.930885E-06   0.118013E-04  -0.930885E-06   0.978343E-08
   753   0.229865E+04  -0.138529E+03   0.118021E-04  -0.138529E+03   0.262650E+02  -0.922818E-06   0.118021E-04  -0.922818E-06   0.976191E-08
   754   0.230718E+04  -0.138182E+03   0.118020E-04  -0.138182E+03   0.259732E+02  -0.914671E-06   0.118020E-04  -0.914671E-06   0.974046E-08
   755   0.231564E+04  -0.137797E+03   0.118012E-04  -0.137797E+03   0.256810E+02  -0.906446E-06   0.118012E-04  -0.906446E-06   0.971907E-08
   756   0.232403E+04  -0.137374E+03   0.117996E-04  -0.137374E+03   0.253885E+02  -0.898145E-06   0.117996E-04  -0.898145E-06   0.969775E-08
   757   0.233237E+04  -0.136914E+03   0.117972E-04  -0.136914E+03   0.250959E+02  -0.889769E-06   0.117972E-04  -0.889769E-06   0.967650E-08
   758   0.234063E+04  -0.136417E+03   0.117941E-04  -0.136417E+03   0.248031E+02  -0.881320E-06   0.117941E-04  -0.881320E-06   0.965532E-08
   759   0.234883E+04  -0.135882E+03   0.117902E-04  -0.135882E+03   0.245106E+02  -0.872800E-06   0.117902E-04  -0.872800E-06   0.963420E-08
   760   0.235695E+04  -0.135311E+03   0.117856E-04  -0.135311E+03   0.242184E+02  -0.864210E-06   0.117856E-04  -0.864210E-06   0.961314E-08
   761   0.236499E+04  -0.134702E+03   0.117803E-04  -0.134702E+03   0.239266E+02  -0.855552E-06   0.117803E-04  -0.855552E-06   0.959216E-08
   762   0.237294E+04  -0.134057E+03   0.117742E-04  -0.134057E+03   0.236352E+02  -0.846828E-06   0.117742E-04  -0.846828E-06   0.957123E-08
   763   0.238081E+04  -0.133375E+03   0.117674E-04  -0.133375E+03   0.233445E+02  -0.838040E-06   0.117674E-04  -0.838040E-06   0.955037E-08
   764   0.238859E+04  -0.132657E+03   0.117600E-04  -0.132657E+03   0.230546E+02  -0.829188E-06   0.117600E-04  -0.829188E-06   0.952958E-08
   765   0.239626E+04  -0.131902E+03   0.117518E-04  -0.131902E+03   0.227655E+02  -0.820275E-06   0.117518E-04  -0.820275E-06   0.950885E-08
   766   0.240384E+04  -0.131111E+03   0.117429E-04  -0.131111E+03   0.224775E+02  -0.811303E-06   0.117429E-04  -0.811303E-06   0.948818E-08
   767   0.241130E+04  -0.130284E+03   0.117334E-04  -0.130284E+03   0.221904E+02  -0.802273E-06   0.117334E-04  -0.802273E-06   0.946758E-08
   768   0.241866E+04  -0.129420E+03   0.117231E-04  -0.129420E+03   0.219047E+02  -0.793187E-06   0.117231E-04  -0.793187E-06   0.944704E-08
   769   0.242588E+04  -0.128521E+03   0.117122E-04  -0.128521E+03   0.216204E+02  -0.784047E-06   0.117122E-04  -0.784047E-06   0.942656E-08
   770   0.243300E+04  -0.127587E+03   0.117007E-04  -0.127587E+03   0.213376E+02  -0.774853E-06   0.117007E-04  -0.774853E-06   0.940615E-08
   771   0.243999E+04  -0.126619E+03   0.116885E-04  -0.126619E+03   0.210564E+02  -0.765609E-06   0.116885E-04  -0.765609E-06   0.938580E-08
   772   0.244684E+04  -0.125616E+03   0.116756E-04  -0.125616E+03   0.207772E+02  -0.756315E-06   0.116756E-04  -0.756315E-06   0.936551E-08
   773   0.245357E+04  -0.124580E+03   0.116622E-04  -0.124580E+03   0.204999E+02  -0.746974E-06   0.116622E-04  -0.746974E-06   0.934528E-08
   774   0.246015E+04  -0.123511E+03   0.116481E-04  -0.123511E+03   0.202248E+02  -0.737587E-06   0.116481E-04  -0.737587E-06   0.932512E-08
   775   0.246660E+04  -0.122409E+03   0.116333E-04  -0.122409E+03   0.199518E+02  -0.728155E-06   0.116333E-04  -0.728155E-06   0.930501E-08
   776   0.247291E+04  -0.121276E+03   0.116180E-04  -0.121276E+03   0.196813E+02  -0.718681E-06   0.116180E-04  -0.718681E-06   0.928497E-08
   777   0.247907E+04  -0.120110E+03   0.116021E-04  -0.120110E+03   0.194132E+02  -0.709166E-06   0.116021E-04  -0.709166E-06   0.926499E-08
   778   0.248510E+04  -0.118914E+03   0.115855E-04  -0.118914E+03   0.191478E+02  -0.699611E-06   0.115855E-04  -0.699611E-06   0.924506E-08
   779   0.249099E+04  -0.117687E+03   0.115684E-04  -0.117687E+03   0.188851E+02  -0.690019E-06   0.115684E-04  -0.690019E-06   0.922520E-08
   780   0.249673E+04  -0.116431E+03   0.115507E-04  -0.116431E+03   0.186252E+02  -0.680391E-06   0.115507E-04  -0.680391E-06   0.920540E-08
   781   0.250232E+04  -0.115145E+03   0.115325E-04  -0.115145E+03   0.183683E+02  -0.670729E-06   0.115325E-04  -0.670729E-06   0.918566E-08
   782   0.250777E+04  -0.113830E+03   0.115136E-04  -0.113830E+03   0.181144E+02  -0.661035E-06   0.115136E-04  -0.661035E-06   0.916597E-08
   783   0.251306E+04  -0.112486E+03   0.114943E-04  -0.112486E+03   0.178638E+02  -0.651309E-06   0.114943E-04  -0.651309E-06   0.914635E-08
   784   0.251819E+04  -0.111114E+03   0.114743E-04  -0.111114E+03   0.176164E+02  -0.641555E-06   0.114743E-04  -0.641555E-06   0.912678E-08
   785   0.252316E+04  -0.109714E+03   0.114539E-04  -0.109714E+03   0.173723E+02  -0.631773E-06   0.114539E-04  -0.631773E-06   0.910727E-08
   786   0.252796E+04  -0.108285E+03   0.114329E-04  -0.108285E+03   0.171318E+02  -0.621965E-06   0.114329E-04  -0.621965E-06   0.908783E-08
   787   0.253258E+04  -0.106829E+03   0.114114E-04  -0.106829E+03   0.168948E+02  -0.612134E-06   0.114114E-04  -0.612134E-06   0.906843E-08
   788   0.253703E+04  -0.105344E+03   0.113893E-04  -0.105344E+03   0.166615E+02  -0.602280E-06   0.113893E-04  -0.602280E-06   0.904910E-08
   789   0.254129E+04  -0.103834E+03   0.113668E-04  -0.103834E+03   0.164321E+02  -0.592405E-06   0.113668E-04  -0.592405E-06   0.902982E-08
   790   0.254537E+04  -0.102297E+03   0.113438E-04  -0.102297E+03   0.162066E+02  -0.582511E-06   0.113438E-04  -0.582511E-06   0.901060E-08
   791   0.254926E+04  -0.100736E+03   0.113202E-04  -0.100736E+03   0.159853E+02  -0.572600E-06   0.113202E-04  -0.572600E-06   0.899144E-08
   792   0.255297E+04  -0.991503E+02   0.112962E-04  -0.991503E+02   0.157683E+02  -0.562674E-06   0.112962E-04  -0.562674E-06   0.897233E-08
   793   0.255648E+04  -0.975420E+02   0.112718E-04  -0.975420E+02   0.155557E+02  -0.552733E-06   0.112718E-04  -0.552733E-06   0.895329E-08
   794   0.255981E+04  -0.959117E+02   0.112468E-04  -0.959117E+02   0.153477E+02  -0.542780E-06   0.112468E-04  -0.542780E-06   0.893429E-08
   795   0.256294E+04  -0.942609E+02   0.112214E-04  -0.942609E+02   0.151444E+02  -0.532817E-06   0.112214E-04  -0.532817E-06   0.891535E-08
   796   0.256588E+04  -0.925889E+02   0.111956E-04  -0.925889E+02   0.149458E+02  -0.522845E-06   0.111956E-04  -0.522845E-06   0.889647E-08
   797   0.256863E+04  -0.908973E+02   0.111693E-04  -0.908973E+02   0.147520E+02  -0.512865E-06   0.111693E-04  -0.512865E-06   0.887764E-08
   798   0.257118E+04  -0.891861E+02   0.111426E-04  -0.891861E+02   0.145632E+02  -0.502881E-06   0.111426E-04  -0.502881E-06   0.885887E-08
   799   0.257355E+04  -0.874562E+02   0.111154E-04  -0.874562E+02   0.143793E+02  -0.492892E-06   0.111154E-04  -0.492892E-06   0.884015E-08
   800   0.257572E+04  -0.857068E+02   0.110879E-04  -0.857068E+02   0.142004E+02  -0.482901E-06   0.110879E-04  -0.482901E-06   0.882148E-08
   801   0.257769E+04  -0.839404E+02   0.110599E-04  -0.839404E+02   0.140265E+02  -0.472910E-06   0.110599E-04  -0.472910E-06   0.880287E-08
   802   0.257947E+04  -0.821560E+02   0.110315E-04  -0.821560E+02   0.138577E+02  -0.462918E-06   0.110315E-04  -0.462918E-06   0.878431E-08
   803   0.258105E+04  -0.803546E+02   0.110027E-04  -0.803546E+02   0.136941E+02  -0.452927E-06   0.110027E-04  -0.452927E-06   0.876581E-08
   804   0.258243E+04  -0.785375E+02   0.109735E-04  -0.785375E+02   0.135358E+02  -0.442937E-06   0.109735E-04  -0.442937E-06   0.874736E-08
   805   0.258361E+04  -0.767041E+02   0.109440E-04  -0.767041E+02   0.133830E+02  -0.432949E-06   0.109440E-04  -0.432949E-06   0.872896E-08
   806   0.258457E+04  -0.748566E+02   0.109140E-04  -0.748566E+02   0.132356E+02  -0.422962E-06   0.109140E-04  -0.422962E-06   0.871061E-08
   807   0.258531E+04  -0.729935E+02   0.108836E-04  -0.729935E+02   0.130939E+02  -0.412977E-06   0.108836E-04  -0.412977E-06   0.869232E-08
   808   0.258584E+04  -0.711179E+02   0.108529E-04  -0.711179E+02   0.129580E+02  -0.402995E-06   0.108529E-04  -0.402995E-06   0.867408E-08
   809   0.258614E+04  -0.692289E+02   0.108217E-04  -0.692289E+02   0.128278E+02  -0.393016E-06   0.108217E-04  -0.393016E-06   0.865589E-08
   810   0.258622E+04  -0.673273E+02   0.107902E-04  -0.673273E+02   0.127035E+02  -0.383041E-06   0.107902E-04  -0.383041E-06   0.863776E-08
   811   0.258608E+04  -0.654148E+02   0.107583E-04  -0.654148E+02   0.125852E+02  -0.373070E-06   0.107583E-04  -0.373070E-06   0.861967E-08
   812   0.258574E+04  -0.634921E+02   0.107260E-04  -0.634921E+02   0.124727E+02  -0.363103E-06   0.107260E-04  -0.363103E-06   0.860164E-08
   813   0.258517E+04  -0.615601E+02   0.106934E-04  -0.615601E+02   0.123662E+02  -0.353141E-06   0.106934E-04  -0.353141E-06   0.858366E-08
   814   0.258441E+04  -0.596198E+02   0.106604E-04  -0.596198E+02   0.122657E+02  -0.343185E-06   0.106604E-04  -0.343185E-06   0.856573E-08
   815   0.258344E+04  -0.576719E+02   0.106270E-04  -0.576719E+02   0.121712E+02  -0.333234E-06   0.106270E-04  -0.333234E-06   0.854785E-08
   816   0.258228E+04  -0.557176E+02   0.105932E-04  -0.557176E+02   0.120827E+02  -0.323290E-06   0.105932E-04  -0.323290E-06   0.853002E-08
   817   0.258091E+04  -0.537571E+02   0.105591E-04  -0.537571E+02   0.120003E+02  -0.313352E-06   0.105591E-04  -0.313352E-06   0.851225E-08
   818   0.257934E+04  -0.517909E+02   0.105247E-04  -0.517909E+02   0.119241E+02  -0.303421E-06   0.105247E-04  -0.303421E-06   0.849452E-08
   819   0.257756E+04  -0.498194E+02   0.104898E-04  -0.498194E+02   0.118540E+02  -0.293498E-06   0.104898E-04  -0.293498E-06   0.847684E-08
   820   0.257556E+04  -0.478430E+02   0.104547E-04  -0.478430E+02   0.117903E+02  -0.283583E-06   0.104547E-04  -0.283583E-06   0.845921E-08
   821   0.257333E+04  -0.458621E+02   0.104191E-04  -0.458621E+02   0.117328E+02  -0.273677E-06   0.104191E-04  -0.273677E-06   0.844164E-08
   822   0.257088E+04  -0.438770E+02   0.103833E-04  -0.438770E+02   0.116817E+02  -0.263779E-06   0.103833E-04  -0.263779E-06   0.842411E-08
   823   0.256820E+04  -0.418882E+02   0.103470E-04  -0.418882E+02   0.116370E+02  -0.253891E-06   0.103470E-04  -0.253891E-06   0.840663E-08
   824   0.256529E+04  -0.398969E+02   0.103105E-04  -0.398969E+02   0.115988E+02  -0.244012E-06   0.103105E-04  -0.244012E-06   0.838920E-08
   825   0.256216E+04  -0.379041E+02   0.102736E-04  -0.379041E+02   0.115669E+02  -0.234144E-06   0.102736E-04  -0.234144E-06   0.837182E-08
   826   0.255882E+04  -0.359111E+02   0.102364E-04  -0.359111E+02   0.115416E+02  -0.224286E-06   0.102364E-04  -0.224286E-06   0.835449E-08
   827   0.255528E+04  -0.339191E+02   0.101988E-04  -0.339191E+02   0.115226E+02  -0.214440E-06   0.101988E-04  -0.214440E-06   0.833720E-08
   828   0.255152E+04  -0.319292E+02   0.101609E-04  -0.319292E+02   0.115102E+02  -0.204605E-06   0.101609E-04  -0.204605E-06   0.831997E-08
   829   0.254757E+04  -0.299426E+02   0.101227E-04  -0.299426E+02   0.115041E+02  -0.194782E-06   0.101227E-04  -0.194782E-06   0.830278E-08
   830   0.254343E+04  -0.279603E+02   0.100842E-04  -0.279603E+02   0.115046E+02  -0.184972E-06   0.100842E-04  -0.184972E-06   0.828564E-08
   831   0.253910E+04  -0.259828E+02   0.100453E-04  -0.259828E+02   0.115116E+02  -0.175174E-06   0.100453E-04  -0.175174E-06   0.826855E-08
   832   0.253457E+04  -0.240106E+02   0.100062E-04  -0.240106E+02   0.115250E+02  -0.165390E-06   0.100062E-04  -0.165390E-06   0.825151E-08
   833   0.252983E+04  -0.220440E+02   0.996668E-05  -0.220440E+02   0.115449E+02  -0.155620E-06   0.996668E-05  -0.155620E-06   0.823451E-08
   834   0.252490E+04  -0.200832E+02   0.992689E-05  -0.200832E+02   0.115714E+02  -0.145864E-06   0.992689E-05  -0.145864E-06   0.821756E-08
   835   0.251975E+04  -0.181288E+02   0.988679E-05  -0.181288E+02   0.116044E+02  -0.136122E-06   0.988679E-05  -0.136122E-06   0.820066E-08
   836   0.251439E+04  -0.161809E+02   0.984639E-05  -0.161809E+02   0.116440E+02  -0.126396E-06   0.984639E-05  -0.126396E-06   0.818380E-08
   837   0.250881E+04  -0.142403E+02   0.980568E-05  -0.142403E+02   0.116902E+02  -0.116685E-06   0.980568E-05  -0.116685E-06   0.816699E-08
   838   0.250303E+04  -0.123076E+02   0.976468E-05  -0.123076E+02   0.117429E+02  -0.106990E-06   0.976468E-05  -0.106990E-06   0.815022E-08
   839   0.249703E+04  -0.103840E+02   0.972338E-05  -0.103840E+02   0.118021E+02  -0.973123E-07   0.972338E-05  -0.973123E-07   0.813351E-08
   840   0.249085E+04  -0.847042E+01   0.968179E-05  -0.847042E+01   0.118678E+02  -0.876510E-07   0.968179E-05  -0.876510E-07   0.811683E-08
   841   0.248446E+04  -0.656791E+01   0.963991E-05  -0.656791E+01   0.119398E+02  -0.780070E-07   0.963991E-05  -0.780070E-07   0.810021E-08
   842   0.247790E+04  -0.467742E+01   0.959774E-05  -0.467742E+01   0.120182E+02  -0.683809E-07   0.959774E-05  -0.683809E-07   0.808363E-08
   843   0.247114E+04  -0.279999E+01   0.955530E-05  -0.279999E+01   0.121029E+02  -0.587730E-07   0.955530E-05  -0.587730E-07   0.806709E-08
   844   0.246422E+04  -0.936592E+00   0.951257E-05  -0.936592E+00   0.121938E+02  -0.491838E-07   0.951257E-05  -0.491838E-07   0.805060E-08
   845   0.245711E+04   0.912231E+00   0.946956E-05   0.912231E+00   0.122909E+02  -0.396137E-07   0.946956E-05  -0.396137E-07   0.803415E-08
   846   0.244984E+04   0.274575E+01   0.942628E-05   0.274575E+01   0.123942E+02  -0.300632E-07   0.942628E-05  -0.300632E-07   0.801775E-08
   847   0.244238E+04   0.456349E+01   0.938273E-05   0.456349E+01   0.125038E+02  -0.205327E-07   0.938273E-05  -0.205327E-07   0.800139E-08
   848   0.243474E+04   0.636483E+01   0.933891E-05   0.636483E+01   0.126197E+02  -0.110227E-07   0.933891E-05  -0.110227E-07   0.798508E-08
   849   0.242692E+04   0.814920E+01   0.929482E-05   0.814920E+01   0.127418E+02  -0.153364E-08   0.929482E-05  -0.153364E-08   0.796881E-08
   850   0.241890E+04   0.991600E+01   0.925047E-05   0.991600E+01   0.128702E+02   0.793410E-08   0.925047E-05   0.793410E-08   0.795258E-08
   851   0.241071E+04   0.116647E+02   0.920586E-05   0.116647E+02   0.130048E+02   0.173799E-07   0.920586E-05   0.173799E-07   0.793640E-08
   852   0.240234E+04   0.133948E+02   0.916100E-05   0.133948E+02   0.131456E+02   0.268026E-07   0.916100E-05   0.268026E-07   0.792026E-08
   853   0.239379E+04   0.151059E+02   0.911589E-05   0.151059E+02   0.132925E+02   0.362009E-07   0.911589E-05   0.362009E-07   0.790417E-08
   854   0.238506E+04   0.167974E+02   0.907053E-05   0.167974E+02   0.134452E+02   0.455735E-07   0.907053E-05   0.455735E-07   0.788811E-08
   855   0.237619E+04   0.184691E+02   0.902492E-05   0.184691E+02   0.136038E+02   0.549191E-07   0.902492E-05   0.549191E-07   0.787210E-08
   856   0.236714E+04   0.201203E+02   0.897908E-05   0.201203E+02   0.137681E+02   0.642363E-07   0.897908E-05   0.642363E-07   0.785614E-08
   857   0.235795E+04   0.217507E+02   0.893301E-05   0.217507E+02   0.139380E+02   0.735240E-07   0.893301E-05   0.735240E-07   0.784021E-08
   858   0.234861E+04   0.233597E+02   0.888671E-05   0.233597E+02   0.141134E+02   0.827808E-07   0.888671E-05   0.827808E-07   0.782433E-08
   859   0.233913E+04   0.249466E+02   0.884018E-05   0.249466E+02   0.142942E+02   0.920054E-07   0.884018E-05   0.920054E-07   0.780849E-08
   860   0.232951E+04   0.265107E+02   0.879343E-05   0.265107E+02   0.144805E+02   0.101196E-06   0.879343E-05   0.101196E-06   0.779269E-08
   861   0.231975E+04   0.280509E+02   0.874647E-05   0.280509E+02   0.146722E+02   0.110353E-06   0.874647E-05   0.110353E-06   0.777694E-08
   862   0.230984E+04   0.295666E+02   0.869929E-05   0.295666E+02   0.148692E+02   0.119473E-06   0.869929E-05   0.119473E-06   0.776122E-08
   863   0.229980E+04   0.310570E+02   0.865190E-05   0.310570E+02   0.150716E+02   0.128556E-06   0.865190E-05   0.128556E-06   0.774555E-08
   864   0.228963E+04   0.325212E+02   0.860432E-05   0.325212E+02   0.152794E+02   0.137600E-06   0.860432E-05   0.137600E-06   0.772992E-08
   865   0.227932E+04   0.339585E+02   0.855653E-05   0.339585E+02   0.154924E+02   0.146604E-06   0.855653E-05   0.146604E-06   0.771433E-08
   866   0.226890E+04   0.353687E+02   0.850855E-05   0.353687E+02   0.157105E+02   0.155566E-06   0.850855E-05   0.155566E-06   0.769878E-08
   867   0.225833E+04   0.367517E+02   0.846037E-05   0.367517E+02   0.159338E+02   0.164486E-06   0.846037E-05   0.164486E-06   0.768328E-08
   868   0.224764E+04   0.381073E+02   0.841201E-05   0.381073E+02   0.161620E+02   0.173362E-06   0.841201E-05   0.173362E-06   0.766781E-08
   869   0.223683E+04   0.394356E+02   0.836347E-05   0.394356E+02   0.163951E+02   0.182193E-06   0.836347E-05   0.182193E-06   0.765239E-08
   870   0.222588E+04   0.407363E+02   0.831475E-05   0.407363E+02   0.166330E+02   0.190978E-06   0.831475E-05   0.190978E-06   0.763700E-08
   871   0.221482E+04   0.420093E+02   0.826586E-05   0.420093E+02   0.168756E+02   0.199715E-06   0.826586E-05   0.199715E-06   0.762166E-08
